x,y
0.3531227206413361,0.17160362226800435
-0.1049776640645524,0.12132011393334657
-0.10362334631047813,-0.10414033881273196
0.054104408721191675,-0.4278224687062265
-0.3857033529100738,-0.12573131382832156
-0.2264759234795041,0.07026783974310177
-0.20304035580718302,-0.31580070810602723
0.3277290278447476,-0.050485115559631255
0.015099765608071768,-0.3185833795192818
-0.12172767778148504,0.024803045083157924
-0.2573699880781936,0.08400863080328856
-0.13430689405748655,-0.0652247053149582
-0.13454568874560377,0.41418199338018824
-0.003018071202161203,-0.23651135376898438
0.18392663380093202,-0.2729889391234165
0.04670331964556186,-0.4381955610470612
-0.296991429210375,0.044019510553798005
0.1651261471981524,0.03831911259280726
-0.025859742090119753,-0.06732883316140534
-0.3306075676689857,-0.16096205831800933
-0.10300196049380408,0.23637971583514059
0.07683538537872865,-0.3942277634452863
0.0724673785984723,-0.08610701559415197
-0.1513643608149257,0.13677497620729767
0.230538501707077,0.20824056524379214
-0.1876547429834828,-0.06914198918875301
0.07407275510782076,0.21813852193642688
-0.10714661688887206,-0.04151460924533422
-0.24738402077629418,-0.2674799326579917
0.18168629723473476,0.3032644897690617
-0.016101952692165106,0.22439677773439215
0.08086427351193265,-0.14425316249250408
0.0808105140686511,0.34391543144982806
-0.00801094588144177,0.3498649574963902
-0.5857928136466931,0.18378298706603188
0.01946431618226137,-0.0668600761413783
0.02051833340015508,-0.4444339203013071
-0.04912012739503859,0.07985279855200197
0.33046715475841454,-0.11588874387735293
-0.18078466554428882,-0.11219628576443484
0.20469013619291013,0.07351098288775422
-0.1184579827397239,0.11477008710782907
0.02170719994313087,0.21659560448961804
-0.15698384417238012,-0.07326748334461111
-0.08767804849354015,-0.32725189101104957
0.06621450690324639,0.058373733447894226
0.0011434036652540386,-0.05245527768736381
-0.31648651925890464,-0.09405915361206826
-0.07663329558298317,-0.17939465107824396
-0.03606458150846273,0.0903485182204342
0.4217639893308448,0.0390367856855227
0.05759001812877323,-0.01664661283003732
-0.4290502870678541,-0.005928682785141171
0.01346788437272187,0.5507976808557283
-0.04301321934680329,0.06742803558923575
-0.007761787668024188,-0.261324353592833
0.2555429499493219,0.16813733756151983
0.17688012059622665,-0.20334521668065533
0.31367434377030945,-0.3134634270733866
0.13122523548153747,0.4898007681007955
-0.22149065571750523,-0.1266280218895593
0.022282722638661503,-0.11258057876199933
-0.3467388842086932,0.015331147240588256
-0.23753833166420468,0.10589848685296199
-0.2055895087907473,0.3465758690284909
-0.17514076052643412,-0.07201514431725407
0.18190797989050542,-0.2752296282625135
0.050861587593249005,0.29228600548718137
-0.3594441785170144,0.041285385862631176
0.05811155941220664,0.17482090876581677
-0.276590587434008,-0.295263074819558
0.116709682100205,0.06640779176249663
0.05601190412510616,0.07746817471183258
-0.15205815038298734,0.05193350548776538
0.06553299726298432,-0.1597338330530327
0.41719986376061147,0.10595226211360385
-0.26638356015783526,0.1468098499778036
-0.21794544710513236,0.1759974678011608
0.25906984730912835,-0.18351014517665476
0.21541745128909265,0.09230062124453842
0.18381823993420326,0.42413580484588054
-0.05487045082530224,-0.16854053006033007
-0.1989014731609623,-0.18242072539261947
-0.017240466343137247,0.0762839006348312
0.06186994360506758,0.18496379746936867
0.002907311407510249,0.32502010041361845
-0.05917906698298955,0.6082483166793338
0.1399034720904555,-0.1916662563574419
-0.23945884222592087,0.1078841117752268
-0.04996779784300451,0.15965536407583547
0.10581914980569712,-0.016285039942816232
-0.18934883165207453,-0.3387301369924491
-0.09984377857919194,0.1914965919956145
0.04787281654325826,-0.2785556591407573
0.038724432260959354,0.08615958539857785
-0.19763653097644168,0.03437397867425575
5.031882228136341,4.37396938531977
5.195968208052984,5.307154334991733
5.593211596821112,5.5771911550447495
4.245419410386017,4.486332070645305
5.282096433760883,5.281412155043859
5.282103235980667,7.1102279454420945
5.312689610572292,5.621974916654709
5.522528285764936,5.356781682101702
4.827319923022868,5.415704562516275
4.576706196989003,4.870289107051552
4.734155436263262,5.044844313018211
6.267790709889656,3.977256733173271
5.375880186585911,4.116679138502832
4.741512271501627,5.596442805967743
5.035207616455447,4.409694873894723
4.608212022971198,5.372231017121255
4.599961720559456,5.1185592522798
5.024960724702333,4.643103791138087
6.174286539753352,5.347211748155195
3.890783723123268,5.102125234143384
4.637524624994756,5.466896966237245
4.565918514269758,4.937156262840708
5.2765929239507505,5.47419364912424
4.342570582163148,4.816786127616557
4.739861739495834,4.642156841841839
5.966979111645102,5.221817618470353
4.309385415814382,5.502733693077513
6.162352819653196,5.565504513044312
4.1678067964511305,4.734774075178554
5.693915814764306,4.612393470422967
5.2430899122547325,5.42428454487491
4.4922992714777825,4.967396619741425
3.2246847629394004,4.438919781211698
4.861662726174586,4.316561004362279
5.894108494289778,4.21667930686944
4.75897770833028,5.071609563360839
5.789417891951175,4.213545910331128
5.63709102512762,5.005604878352755
4.462405571434571,5.253104496755501
5.109029485555701,4.671247676984821
5.0382321765099265,4.788955051285362
5.062176010662211,5.362663906451289
5.868697186785333,4.322020529263026
6.168310495210605,3.9307974779709034
4.916863879555946,5.322234604960027
5.153905584433986,4.658933426446626
4.8860067487605825,4.729972267216227
4.677191628023106,5.465346233442108
5.195545435041725,4.620477784363965
5.492731144503629,5.168314879494648
5.445222918629543,5.344861919577417
4.54594073245874,4.6931762079974115
5.409309564605369,5.334313562808324
4.988551725498022,5.064262854451275
5.699805884355808,4.6759830059599565
5.299657576818832,4.8892545233001545
4.880771094647585,5.601824867497899
5.4520991536743,5.445577578385366
5.715040191023363,5.011504277856528
5.373521025535925,4.830059898569799
5.17755322364209,4.928717713420198
5.053126878013493,5.325980928089473
4.551842074775738,6.146047709929707
4.448981586910333,4.334961507710253
5.634323449507999,5.433611515418809
5.341844502385463,5.3441590093311175
4.993292166255103,4.50855354091709
5.041519866484417,4.629103255526011
5.534095074261327,4.919453354903636
4.54785656415946,4.823969724863872
5.226171872210172,4.691235346209751
4.5496513421074445,5.133472982709653
5.134173716830941,4.722335787475935
4.742001694563832,5.1270989851584385
4.206851540991901,4.229100341902599
4.606491893710809,4.883090180172194
5.170291086977044,5.808085880378755
5.469759522289127,4.912398059324815
4.989584393973489,4.45089205242655
4.989859937806807,4.841895152044701
5.176760235222764,4.54690695195011
5.284457801011568,5.83951567741746
4.940429613332569,5.2200265718078365
5.378007432186835,4.78024249701526
5.122740507254881,5.006897141961335
5.0534994025042925,4.576605104210168
5.013424775330005,5.27276489771416
5.794824088168774,5.525414270203483
6.179346602403488,4.579706430359601
5.4777896901091845,5.100420552281137
6.199404463014298,4.557276795918236
4.5400654050077955,4.671699127287613
3.8366944020067457,4.712032114903829
4.584205917128105,5.082374069361634
5.187187457095339,6.027621090371939
5.5205685753651395,4.684016854286509
4.5079180185089145,5.269435226703366
4.276878491347406,6.0031312791990015
5.646005959345665,4.743021911910057
4.061677574375937,5.741546439313471
4.93726394302199,5.677979916115717
4.126696004968175,4.671708779523042
5.002872092620432,5.0257323309699355
4.7534889889166205,5.341148957887292
4.415240207973802,4.922015544327869
5.065888631057941,5.281769753870634
5.389767520985574,4.384008157180602
4.159731062899768,5.699812416555324
5.182015880536264,4.590037039939061
5.849600927112387,5.063357606533359
5.645927669714079,5.036981395316809
6.128718123789826,5.961439775516265
4.863636719867946,5.5321513260544455
5.353486965659102,5.749630376973897
4.47148965437433,5.375765860250498
5.579722966863349,4.0366987105110095
4.351902621252942,3.883066536250408
4.852439799628656,5.39301407946259
5.822874846859959,5.040583382629303
5.892029471812979,4.24408729968993
4.067019013907006,4.969575272296817
5.2103613099424075,4.982092348956916
3.8676153254723076,4.951186944033094
4.2855126289959955,5.366794761136192
5.200794128929074,4.485206639685372
4.71854349781905,4.419844860846929
4.9656692445394235,5.523152994566357
4.46009560890164,5.276077646581001
4.7095659411284485,4.565725664536904
4.941377057514991,4.432974427526872
4.696753786514283,4.3438952570923375
6.076124274595642,5.019314642872671
4.616744555210699,5.1172016239620755
4.938475393343771,4.878969965812771
5.336392955682293,5.414904060276991
4.709432554671336,4.684611360575971
4.849347980989966,3.739185852475755
4.17009567630364,5.748667869552715
5.900985923052349,4.863597343503223
5.315793254352316,5.170478730670464
6.686372470660676,5.6132164338095665
4.929936649644254,4.4766289460747215
4.120113112973759,5.111441622996495
4.585729635421943,4.220999560757952
4.645857446229192,4.407611761395717
5.924085531235392,5.482893982474586
4.995633204507991,5.810598788717626
5.0423763673346,4.528255214509689
5.8342494149998325,5.295173187392182
4.431876883589915,4.895747212447894
4.520404130857894,4.242609394838758
5.507288335037893,6.045830565661222
4.233972991623985,5.308350950116891
4.643628388018861,4.733190438978715
4.675532484765365,4.526772765970114
5.026576390152255,4.544869877080131
5.148135304310863,4.9724834542082945
4.8691227646594655,4.502906909927821
4.684089331725455,5.413744814126246
5.274363643103921,4.464570941216349
5.05440654437258,5.411551676889646
4.085629069911572,5.297610634216837
4.637066020086494,5.312529762070888
4.581945742739297,4.011425359828733
4.108558293474442,5.026337209962872
5.14225587288453,4.504685385303373
5.349771494725055,4.089947982147903
4.963806603685465,4.33669910988592
4.642974659960388,5.025961321475773
4.528732191055047,4.789370253811649
5.551169271061991,4.684023309820844
5.457727420907213,4.381234072335813
5.290185699304681,5.78957965172594
3.6462245531467032,4.5635224926099776
5.316075421364272,4.888787461866908
5.203284966970422,4.6691836888367755
5.047427179848485,4.914732066485716
5.639620577420965,5.139352034975562
5.184912593492382,4.774405694737934
4.732927071895577,4.763078123097637
5.216050336236832,4.769417303495141
5.1587162257199966,6.136743833282344
5.4771346504695355,4.821429557154162
5.657931961558448,4.776487913033761
3.883673217078358,4.447848387598372
3.9753250644557157,4.807468135523343
5.010088161754801,5.918222532176505
5.179065497276555,4.879993698010074
5.45428414613488,3.7889113135602255
5.129051408352673,5.422220255487485
4.190144959969503,5.626459889702174
5.185402118019152,4.772537441697268
5.3465889020466255,6.243709699385338
5.099612250344526,5.135956014353852
-5.410864879030975,4.39906928339824
